timestamp,total_consumption_mw,total_consumption_kwh,industrial_consumption_mw,residential_consumption_mw,per_capita_kwh,temperature_factor,humidity_factor,rainfall_factor,aqi_factor,weather_factor,time_factor,month,hour,day_of_week,is_weekend,season,is_holiday
2020-01-01 12:00:00,2237.5,2237502.46,1454.38,783.13,263235.584,1.0,1.0,1.0,1.004,1.004,0.88,1,12,2,False,winter,False
2020-01-01 13:00:00,2285.79,2285791.7,1485.76,800.03,268916.671,1.0,1.0,1.0,1.013,1.013,0.84,1,13,2,False,winter,False
2020-01-01 14:00:00,1982.51,1982509.8,1288.63,693.88,233236.447,1.0,1.0,1.0,1.022,1.022,0.76,1,14,2,False,winter,False
2020-01-01 15:00:00,1886.81,1886810.44,1226.43,660.38,221977.698,1.0,1.0,1.0,1.02,1.02,0.72,1,15,2,False,winter,False
2020-01-01 16:00:00,1873.13,1873129.2,1217.53,655.6,220368.141,1.0,1.0,1.0,1.043,1.043,0.68,1,16,2,False,winter,False
2020-01-01 17:00:00,1914.55,1914547.78,1244.46,670.09,225240.916,1.0,1.0,1.004,1.023,1.028,0.72,1,17,2,False,winter,False
2020-01-01 18:00:00,2073.53,2073527.88,1347.79,725.73,243944.456,1.018,1.0,1.0,1.006,1.024,0.76,1,18,2,False,winter,False
2020-01-01 19:00:00,2403.28,2403284.22,1562.13,841.15,282739.32,1.024,1.0,1.0,1.03,1.055,0.88,1,19,2,False,winter,False
2020-01-01 20:00:00,2911.02,2911015.67,1892.16,1018.86,342472.431,1.126,1.007,1.0,1.045,1.184,0.92,1,20,2,False,winter,False
2020-01-01 21:00:00,3000.37,3000373.76,1950.24,1050.13,352985.148,1.192,1.0,1.0,1.095,1.305,0.88,1,21,2,False,winter,False
2020-01-01 22:00:00,2515.96,2515960.03,1635.37,880.59,295995.297,1.324,1.003,1.0,1.051,1.396,0.68,1,22,2,False,winter,False
2020-01-01 23:00:00,1865.38,1865382.69,1212.5,652.88,219456.787,1.312,1.006,1.0,1.0,1.319,0.56,1,23,2,False,winter,False
2020-01-02 00:00:00,2003.37,2003374.9,1302.19,701.18,235691.165,1.48,1.007,1.0,1.12,1.669,0.44,1,0,3,False,winter,False
2020-01-02 01:00:00,1487.58,1487581.96,966.93,520.65,175009.643,1.396,1.003,1.005,1.015,1.429,0.4,1,1,3,False,winter,False
2020-01-02 02:00:00,1440.18,1440183.8,936.12,504.06,169433.388,1.3,1.0,1.0,1.029,1.338,0.384,1,2,3,False,winter,False
2020-01-02 03:00:00,1419.78,1419775.38,922.85,496.92,167032.397,1.372,1.001,1.0,1.062,1.458,0.384,1,3,3,False,winter,False
2020-01-02 04:00:00,1335.61,1335614.94,868.15,467.47,157131.169,1.174,1.004,1.0,1.041,1.227,0.416,1,4,3,False,winter,False
2020-01-02 05:00:00,1364.81,1364810.46,887.13,477.68,160565.936,1.03,1.0,1.0,1.073,1.105,0.48,1,5,3,False,winter,False
2020-01-02 06:00:00,1605.71,1605706.11,1043.71,562.0,188906.602,1.0,1.0,1.0,1.023,1.023,0.56,1,6,3,False,winter,False
2020-01-02 07:00:00,1787.24,1787238.17,1161.7,625.53,210263.314,1.0,1.0,1.0,1.023,1.023,0.64,1,7,3,False,winter,False
2020-01-02 08:00:00,1835.23,1835234.96,1192.9,642.33,215909.996,1.0,1.0,1.004,1.045,1.049,0.68,1,8,3,False,winter,False
2020-01-02 09:00:00,1931.21,1931212.85,1255.29,675.92,227201.512,1.0,1.0,1.0,1.007,1.007,0.72,1,9,3,False,winter,False
2020-01-02 10:00:00,2126.82,2126818.65,1382.43,744.39,250213.959,1.0,1.0,1.0,1.061,1.061,0.76,1,10,3,False,winter,False
2020-01-02 11:00:00,2239.98,2239979.48,1455.99,783.99,263526.998,1.0,1.0,1.0,1.0,1.0,0.84,1,11,3,False,winter,False
2020-01-02 12:00:00,2506.85,2506850.63,1629.45,877.4,294923.604,1.0,1.0,1.0,1.073,1.073,0.88,1,12,3,False,winter,False
2020-01-02 13:00:00,2208.41,2208409.06,1435.47,772.94,259812.83,1.0,1.0,1.0,1.028,1.028,0.84,1,13,3,False,winter,False
2020-01-02 14:00:00,2256.0,2255996.09,1466.4,789.6,265411.305,1.114,1.0,1.0,1.0,1.114,0.76,1,14,3,False,winter,False
2020-01-02 15:00:00,1922.51,1922509.29,1249.63,672.88,226177.564,1.0,1.0,1.0,1.055,1.055,0.72,1,15,3,False,winter,False
2020-01-02 16:00:00,2513.69,2513688.99,1633.9,879.79,295728.116,1.378,1.0,1.0,1.043,1.437,0.68,1,16,3,False,winter,False
2020-01-02 17:00:00,1910.99,1910994.93,1242.15,668.85,224822.933,1.0,1.0,1.0,1.071,1.071,0.72,1,17,3,False,winter,False
2020-01-02 18:00:00,2233.08,2233075.07,1451.5,781.58,262714.714,1.0,1.005,1.0,1.057,1.062,0.76,1,18,3,False,winter,False
2020-01-02 19:00:00,2658.92,2658916.41,1728.3,930.62,312813.695,1.102,1.0,1.012,1.0,1.115,0.88,1,19,3,False,winter,False
2020-01-02 20:00:00,2648.24,2648236.38,1721.35,926.88,311557.221,1.042,1.004,1.0,1.052,1.1,0.92,1,20,3,False,winter,False
2020-01-02 21:00:00,2932.54,2932539.36,1906.15,1026.39,345004.631,1.234,1.001,1.004,1.014,1.257,0.88,1,21,3,False,winter,False
2020-01-02 22:00:00,2665.25,2665253.57,1732.41,932.84,313559.244,1.414,1.0,1.0,1.028,1.454,0.68,1,22,3,False,winter,False
2020-01-02 23:00:00,1909.51,1909514.56,1241.18,668.33,224648.771,1.366,1.006,1.0,1.0,1.374,0.56,1,23,3,False,winter,False
2020-01-03 00:00:00,1622.64,1622642.45,1054.72,567.92,190899.111,1.474,1.0,1.0,1.02,1.503,0.44,1,0,4,False,winter,False
2020-01-03 01:00:00,1555.56,1555557.29,1011.11,544.45,183006.74,1.45,1.0,1.0,1.081,1.567,0.4,1,1,4,False,winter,False
2020-01-03 02:00:00,1505.56,1505557.08,978.61,526.94,177124.363,1.366,1.0,1.0,1.059,1.447,0.384,1,2,4,False,winter,False
2020-01-03 03:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.246,1.0,1.0,1.0,1.246,0.384,1,3,4,False,winter,False
2020-01-03 04:00:00,1819.42,1819416.31,1182.62,636.8,214048.978,1.534,1.0,1.0,1.0,1.534,0.416,1,4,4,False,winter,False
2020-01-03 05:00:00,1383.52,1383522.03,899.29,484.23,162767.297,1.126,1.0,1.0,1.034,1.164,0.48,1,5,4,False,winter,False
2020-01-03 06:00:00,1546.93,1546930.09,1005.5,541.43,181991.775,1.0,1.0,1.0,1.067,1.067,0.56,1,6,4,False,winter,False
2020-01-03 07:00:00,1740.87,1740870.66,1131.57,609.3,204808.313,1.0,1.0,1.0,1.031,1.031,0.64,1,7,4,False,winter,False
2020-01-03 08:00:00,1746.23,1746233.32,1135.05,611.18,205439.214,1.0,1.0,1.0,1.002,1.002,0.68,1,8,4,False,winter,False
2020-01-03 09:00:00,1897.63,1897626.76,1233.46,664.17,223250.207,1.0,1.0,1.0,1.008,1.008,0.72,1,9,4,False,winter,False
2020-01-03 10:00:00,2062.55,2062552.57,1340.66,721.89,242653.243,1.0,1.002,1.0,1.01,1.012,0.76,1,10,4,False,winter,False
2020-01-03 11:00:00,2296.52,2296521.62,1492.74,803.78,270179.014,1.0,1.0,1.0,1.078,1.078,0.84,1,11,4,False,winter,False
2020-01-03 12:00:00,2345.26,2345263.02,1524.42,820.84,275913.297,1.0,1.0,1.0,1.0,1.0,0.88,1,12,4,False,winter,False
2020-01-03 13:00:00,2187.29,2187292.47,1421.74,765.55,257328.525,1.0,1.0,1.0,1.017,1.017,0.84,1,13,4,False,winter,False
2020-01-03 14:00:00,1976.74,1976742.9,1284.88,691.86,232557.988,1.0,1.0,1.0,1.0,1.0,0.76,1,14,4,False,winter,False
2020-01-03 15:00:00,1823.04,1823040.44,1184.98,638.06,214475.345,1.0,1.0,1.0,1.022,1.022,0.72,1,15,4,False,winter,False
2020-01-03 16:00:00,1791.94,1791939.26,1164.76,627.18,210816.384,1.0,1.0,1.0,1.045,1.045,0.68,1,16,4,False,winter,False
2020-01-03 17:00:00,1878.24,1878236.81,1220.85,657.38,220969.037,1.0,1.0,1.0,1.0,1.0,0.72,1,17,4,False,winter,False
2020-01-03 18:00:00,2037.24,2037240.57,1324.21,713.03,239675.361,1.0,1.0,1.0,1.0,1.0,0.76,1,18,4,False,winter,False
2020-01-03 19:00:00,2352.93,2352934.0,1529.41,823.53,276815.765,1.048,1.0,1.0,1.0,1.048,0.88,1,19,4,False,winter,False
2020-01-03 20:00:00,3209.41,3209405.53,2086.11,1123.29,377577.122,1.204,1.011,1.0,1.023,1.245,0.92,1,20,4,False,winter,False
2020-01-03 21:00:00,3103.21,3103206.14,2017.08,1086.12,365083.076,1.342,1.0,1.0,1.076,1.444,0.88,1,21,4,False,winter,False
2020-01-03 22:00:00,2531.59,2531586.47,1645.53,886.06,297833.703,1.45,1.0,1.0,1.0,1.45,0.68,1,22,4,False,winter,False
2020-01-03 23:00:00,2117.06,2117057.4,1376.09,740.97,249065.577,1.438,1.0,1.0,1.0,1.438,0.56,1,23,4,False,winter,False
2020-01-04 00:00:00,1725.51,1725506.88,1121.58,603.93,203000.81,1.372,1.0,1.0,1.0,1.372,0.44,1,0,5,True,winter,False
2020-01-04 01:00:00,1700.35,1700349.62,1105.23,595.12,200041.131,1.348,1.002,1.0,1.057,1.428,0.4,1,1,5,True,winter,False
2020-01-04 02:00:00,1681.38,1681377.02,1092.9,588.48,197809.062,1.408,1.0,1.0,1.03,1.45,0.384,1,2,5,True,winter,False
2020-01-04 03:00:00,1533.64,1533639.65,996.87,536.77,180428.194,1.342,1.0,1.0,1.014,1.361,0.384,1,3,5,True,winter,False
2020-01-04 04:00:00,1633.85,1633849.37,1062.0,571.85,192217.573,1.21,1.003,1.0,1.041,1.263,0.416,1,4,5,True,winter,False
2020-01-04 05:00:00,1468.99,1468985.88,954.84,514.15,172821.868,1.0,1.0,1.0,1.027,1.027,0.48,1,5,5,True,winter,False
2020-01-04 06:00:00,1663.07,1663073.23,1081.0,582.08,195655.674,1.0,1.0,1.0,1.004,1.004,0.56,1,6,5,True,winter,False
2020-01-04 07:00:00,1877.64,1877642.87,1220.47,657.18,220899.161,1.0,1.0,1.0,1.009,1.009,0.64,1,7,5,True,winter,False
2020-01-04 08:00:00,1461.16,1461158.29,949.75,511.41,171900.975,1.0,1.0,1.0,1.087,1.087,0.68,1,8,5,True,winter,False
2020-01-04 09:00:00,1403.11,1403113.22,912.02,491.09,165072.143,1.0,1.0,1.0,1.027,1.027,0.72,1,9,5,True,winter,False
2020-01-04 10:00:00,1541.75,1541746.41,1002.14,539.61,181381.93,1.0,1.0,1.0,1.03,1.03,0.76,1,10,5,True,winter,False
2020-01-04 11:00:00,1850.69,1850690.54,1202.95,647.74,217728.298,1.0,1.0,1.004,1.062,1.066,0.84,1,11,5,True,winter,False
2020-01-04 12:00:00,1884.01,1884013.71,1224.61,659.4,221648.672,1.0,1.0,1.0,1.059,1.059,0.88,1,12,5,True,winter,False
2020-01-04 13:00:00,1624.64,1624635.57,1056.01,568.62,191133.597,1.0,1.0,1.0,1.046,1.046,0.84,1,13,5,True,winter,False
2020-01-04 14:00:00,1587.84,1587843.98,1032.1,555.75,186805.175,1.0,1.0,1.01,1.049,1.06,0.76,1,14,5,True,winter,False
2020-01-04 15:00:00,1496.94,1496941.63,973.01,523.93,176110.78,1.0,1.0,1.0,1.027,1.027,0.72,1,15,5,True,winter,False
2020-01-04 16:00:00,1307.86,1307863.26,850.11,457.75,153866.266,1.0,1.0,1.0,1.064,1.064,0.68,1,16,5,True,winter,False
2020-01-04 17:00:00,2179.23,2179225.11,1416.5,762.73,256379.425,1.0,1.002,1.0,1.011,1.013,0.72,1,17,5,True,winter,False
2020-01-04 18:00:00,2381.96,2381962.87,1548.28,833.69,280230.926,1.0,1.0,1.0,1.009,1.009,0.76,1,18,5,True,winter,False
2020-01-04 19:00:00,3384.04,3384043.09,2199.63,1184.42,398122.716,1.258,1.0,1.0,1.041,1.31,0.88,1,19,5,True,winter,False
2020-01-04 20:00:00,3440.7,3440695.43,2236.45,1204.24,404787.698,1.24,1.0,1.0,1.019,1.264,0.92,1,20,5,True,winter,False
2020-01-04 21:00:00,3373.12,3373119.16,2192.53,1180.59,396837.549,1.264,1.0,1.003,1.024,1.298,0.88,1,21,5,True,winter,False
2020-01-04 22:00:00,3058.71,3058706.37,1988.16,1070.55,359847.808,1.372,1.013,1.0,1.028,1.428,0.68,1,22,5,True,winter,False
2020-01-04 23:00:00,2509.66,2509655.69,1631.28,878.38,295253.611,1.384,1.0,1.0,1.09,1.509,0.56,1,23,5,True,winter,False
2020-01-05 00:00:00,2955.42,2955423.21,1921.03,1034.4,347696.848,1.992,1.011,1.0,1.04,2.095,0.44,1,0,6,True,winter,False
2020-01-05 01:00:00,1811.46,1811461.74,1177.45,634.01,213113.146,1.492,1.004,1.0,1.03,1.543,0.4,1,1,6,True,winter,False
2020-01-05 02:00:00,1467.78,1467780.24,954.06,513.72,172680.028,1.24,1.0,1.0,1.0,1.24,0.384,1,2,6,True,winter,False
2020-01-05 03:00:00,1363.86,1363864.98,886.51,477.35,160454.703,1.21,1.0,1.0,1.0,1.21,0.384,1,3,6,True,winter,False
2020-01-05 04:00:00,1355.31,1355310.52,880.95,474.36,159448.297,1.126,1.0,1.0,1.016,1.144,0.416,1,4,6,True,winter,False
2020-01-05 05:00:00,1712.86,1712861.42,1113.36,599.5,201513.108,1.102,1.0,1.0,1.074,1.184,0.48,1,5,6,True,winter,False
2020-01-05 06:00:00,1722.9,1722899.95,1119.88,603.01,202694.111,1.0,1.0,1.0,1.0,1.0,0.56,1,6,6,True,winter,False
2020-01-05 07:00:00,3171.91,3171910.16,2061.74,1110.17,373165.901,1.558,1.0,1.0,1.039,1.619,0.64,1,7,6,True,winter,False
2020-01-05 08:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.0,1.0,1.0,1.035,1.035,0.68,1,8,6,True,winter,False
2020-01-05 09:00:00,1701.31,1701310.7,1105.85,595.46,200154.199,1.144,1.0,1.0,1.0,1.144,0.72,1,9,6,True,winter,False
2020-01-05 10:00:00,1560.94,1560936.14,1014.61,546.33,183639.546,1.0,1.0,1.0,1.0,1.0,0.76,1,10,6,True,winter,False
2020-01-05 11:00:00,1791.59,1791587.07,1164.53,627.06,210774.949,1.0,1.0,1.0,1.0,1.0,0.84,1,11,6,True,winter,False
2020-01-05 12:00:00,1656.03,1656027.66,1076.42,579.61,194826.783,1.0,1.0,1.0,1.0,1.0,0.88,1,12,6,True,winter,False
2020-01-05 13:00:00,1713.71,1713705.08,1113.91,599.8,201612.363,1.0,1.0,1.0,1.045,1.045,0.84,1,13,6,True,winter,False
2020-01-05 14:00:00,1616.77,1616772.08,1050.9,565.87,190208.48,1.0,1.0,1.0,1.002,1.002,0.76,1,14,6,True,winter,False
2020-01-05 15:00:00,1457.0,1457002.31,947.05,509.95,171412.037,1.0,1.0,1.0,1.062,1.062,0.72,1,15,6,True,winter,False
2020-01-05 16:00:00,1368.29,1368288.69,889.39,478.9,160975.14,1.0,1.0,1.0,1.0,1.0,0.68,1,16,6,True,winter,False
2020-01-05 17:00:00,2128.77,2128772.62,1383.7,745.07,250443.837,1.0,1.0,1.0,1.0,1.0,0.72,1,17,6,True,winter,False
2020-01-05 18:00:00,2629.57,2629571.09,1709.22,920.35,309361.304,1.0,1.0,1.0,1.069,1.069,0.76,1,18,6,True,winter,False
2020-01-05 19:00:00,3073.82,3073816.68,1997.98,1075.84,361625.492,1.114,1.016,1.0,1.002,1.134,0.88,1,19,6,True,winter,False
2020-01-05 20:00:00,3076.62,3076616.96,1999.8,1076.82,361954.937,1.078,1.0,1.0,1.0,1.078,0.92,1,20,6,True,winter,False
2020-01-05 21:00:00,3676.26,3676255.59,2389.57,1286.69,432500.657,1.354,1.0,1.0,1.059,1.434,0.88,1,21,6,True,winter,False
2020-01-05 22:00:00,3034.58,3034579.46,1972.48,1062.1,357009.349,1.372,1.022,1.0,1.067,1.497,0.68,1,22,6,True,winter,False
2020-01-05 23:00:00,2048.66,2048661.63,1331.63,717.03,241019.015,1.288,1.0,1.0,1.0,1.288,0.56,1,23,6,True,winter,False
2020-01-06 00:00:00,1457.37,1457367.3,947.29,510.08,171454.976,1.336,1.0,1.0,1.034,1.381,0.44,1,0,0,False,winter,False
2020-01-06 01:00:00,1554.26,1554258.45,1010.27,543.99,182853.935,1.432,1.0,1.0,1.0,1.432,0.4,1,1,0,False,winter,False
2020-01-06 02:00:00,1433.51,1433508.3,931.78,501.73,168648.035,1.384,1.001,1.0,1.0,1.386,0.384,1,2,0,False,winter,False
2020-01-06 03:00:00,1368.54,1368536.81,889.55,478.99,161004.331,1.372,1.0,1.0,1.0,1.372,0.384,1,3,0,False,winter,False
2020-01-06 04:00:00,1305.66,1305659.84,848.68,456.98,153607.04,1.162,1.0,1.0,1.073,1.247,0.416,1,4,0,False,winter,False
2020-01-06 05:00:00,1475.97,1475966.21,959.38,516.59,173643.084,1.144,1.0,1.0,1.053,1.205,0.48,1,5,0,False,winter,False
2020-01-06 06:00:00,1438.05,1438047.77,934.73,503.32,169182.09,1.0,1.0,1.0,1.0,1.0,0.56,1,6,0,False,winter,False
2020-01-06 07:00:00,1634.45,1634454.12,1062.4,572.06,192288.719,1.0,1.0,1.0,1.0,1.0,0.64,1,7,0,False,winter,False
2020-01-06 08:00:00,1883.01,1883005.38,1223.95,659.05,221530.044,1.0,1.0,1.0,1.022,1.022,0.68,1,8,0,False,winter,False
2020-01-06 09:00:00,2032.27,2032266.64,1320.97,711.29,239090.193,1.0,1.0,1.0,1.063,1.063,0.72,1,9,0,False,winter,False
2020-01-06 10:00:00,2001.75,2001746.33,1301.14,700.61,235499.568,1.0,1.0,1.01,1.035,1.046,0.76,1,10,0,False,winter,False
2020-01-06 11:00:00,2289.31,2289307.12,1488.05,801.26,269330.249,1.0,1.0,1.0,1.046,1.046,0.84,1,11,0,False,winter,False
2020-01-06 12:00:00,2288.72,2288718.46,1487.67,801.05,269260.996,1.0,1.0,1.0,1.016,1.016,0.88,1,12,0,False,winter,False
2020-01-06 13:00:00,2179.61,2179611.28,1416.75,762.86,256424.857,1.0,1.0,1.0,1.0,1.0,0.84,1,13,0,False,winter,False
2020-01-06 14:00:00,2241.03,2241027.56,1456.67,784.36,263650.301,1.144,1.0,1.0,1.011,1.157,0.76,1,14,0,False,winter,False
2020-01-06 15:00:00,1933.34,1933340.02,1256.67,676.67,227451.767,1.0,1.0,1.0,1.016,1.016,0.72,1,15,0,False,winter,False
2020-01-06 16:00:00,1849.07,1849072.15,1201.9,647.18,217537.9,1.0,1.0,1.0,1.019,1.019,0.68,1,16,0,False,winter,False
2020-01-06 17:00:00,1867.25,1867253.31,1213.71,653.54,219676.86,1.0,1.0,1.0,1.0,1.0,0.72,1,17,0,False,winter,False
2020-01-06 18:00:00,2015.49,2015489.6,1310.07,705.42,237116.424,1.0,1.0,1.0,1.004,1.004,0.76,1,18,0,False,winter,False
2020-01-06 19:00:00,2257.81,2257807.69,1467.57,790.23,265624.434,1.0,1.0,1.002,1.022,1.024,0.88,1,19,0,False,winter,False
2020-01-06 20:00:00,2912.15,2912145.97,1892.89,1019.25,342605.408,1.198,1.0,1.0,1.046,1.253,0.92,1,20,0,False,winter,False
2020-01-06 21:00:00,3075.02,3075015.53,1998.76,1076.26,361766.533,1.318,1.0,1.0,1.034,1.363,0.88,1,21,0,False,winter,False
2020-01-06 22:00:00,2388.62,2388622.26,1552.6,836.02,281014.384,1.33,1.003,1.0,1.028,1.371,0.68,1,22,0,False,winter,False
2020-01-06 23:00:00,1847.05,1847045.57,1200.58,646.47,217299.479,1.252,1.0,1.0,1.0,1.252,0.56,1,23,0,False,winter,False
2020-01-07 00:00:00,1563.73,1563730.02,1016.42,547.31,183968.238,1.378,1.01,1.0,1.025,1.426,0.44,1,0,1,False,winter,False
2020-01-07 01:00:00,1439.35,1439352.11,935.58,503.77,169335.542,1.36,1.0,1.0,1.016,1.382,0.4,1,1,1,False,winter,False
2020-01-07 02:00:00,1414.83,1414829.95,919.64,495.19,166450.582,1.288,1.005,1.0,1.062,1.375,0.384,1,2,1,False,winter,False
2020-01-07 03:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.156,1.0,1.0,1.0,1.156,0.384,1,3,1,False,winter,False
2020-01-07 04:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.12,1.0,1.0,1.036,1.16,0.416,1,4,1,False,winter,False
2020-01-07 05:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.03,1.0,1.0,1.008,1.038,0.48,1,5,1,False,winter,False
2020-01-07 06:00:00,1468.85,1468849.16,954.75,514.1,172805.783,1.06,1.0,1.0,1.006,1.066,0.56,1,6,1,False,winter,False
2020-01-07 07:00:00,1624.28,1624277.32,1055.78,568.5,191091.449,1.0,1.0,1.0,1.009,1.009,0.64,1,7,1,False,winter,False
2020-01-07 08:00:00,1911.88,1911876.54,1242.72,669.16,224926.652,1.0,1.0,1.0,1.006,1.006,0.68,1,8,1,False,winter,False
2020-01-07 09:00:00,2270.05,2270054.67,1475.54,794.52,267065.256,1.234,1.0,1.0,1.03,1.271,0.72,1,9,1,False,winter,False
2020-01-07 10:00:00,1989.22,1989218.14,1292.99,696.23,234025.664,1.0,1.0,1.0,1.012,1.012,0.76,1,10,1,False,winter,False
2020-01-07 11:00:00,2288.59,2288588.86,1487.58,801.01,269245.749,1.0,1.0,1.0,1.014,1.014,0.84,1,11,1,False,winter,False
2020-01-07 12:00:00,2495.38,2495383.13,1622.0,873.38,293574.486,1.0,1.0,1.0,1.063,1.063,0.88,1,12,1,False,winter,False
2020-01-07 13:00:00,2149.34,2149337.54,1397.07,752.27,252863.24,1.0,1.0,1.0,1.018,1.018,0.84,1,13,1,False,winter,False
2020-01-07 14:00:00,2534.27,2534270.58,1647.28,886.99,298149.48,1.198,1.0,1.0,1.085,1.3,0.76,1,14,1,False,winter,False
2020-01-07 15:00:00,1889.41,1889409.53,1228.12,661.29,222283.474,1.0,1.0,1.0,1.034,1.034,0.72,1,15,1,False,winter,False
2020-01-07 16:00:00,1880.16,1880158.42,1222.1,658.06,221195.108,1.0,1.0,1.0,1.014,1.014,0.68,1,16,1,False,winter,False
2020-01-07 17:00:00,1779.66,1779662.02,1156.78,622.88,209372.002,1.0,1.0,1.0,1.008,1.008,0.72,1,17,1,False,winter,False
2020-01-07 18:00:00,2103.67,2103671.76,1367.39,736.29,247490.795,1.036,1.0,1.0,1.059,1.097,0.76,1,18,1,False,winter,False
2020-01-07 19:00:00,2774.37,2774370.17,1803.34,971.03,326396.49,1.09,1.0,1.0,1.078,1.175,0.88,1,19,1,False,winter,False
2020-01-07 20:00:00,3435.04,3435039.25,2232.78,1202.26,404122.264,1.312,1.008,1.0,1.05,1.388,0.92,1,20,1,False,winter,False
2020-01-07 21:00:00,2905.22,2905217.09,1888.39,1016.83,341790.245,1.258,1.0,1.0,1.0,1.258,0.88,1,21,1,False,winter,False
2020-01-07 22:00:00,2452.77,2452765.21,1594.3,858.47,288560.613,1.426,1.0,1.0,1.0,1.426,0.68,1,22,1,False,winter,False
2020-01-07 23:00:00,1955.66,1955661.13,1271.18,684.48,230077.78,1.336,1.0,1.0,1.094,1.462,0.56,1,23,1,False,winter,False
2020-01-08 00:00:00,1520.19,1520186.74,988.12,532.07,178845.499,1.402,1.0,1.0,1.029,1.443,0.44,1,0,2,False,winter,False
2020-01-08 01:00:00,2085.73,2085727.02,1355.72,730.0,245379.649,2.04,1.0,1.0,1.0,2.04,0.4,1,1,2,False,winter,False
2020-01-08 02:00:00,1539.82,1539818.88,1000.88,538.94,181155.163,1.402,1.008,1.0,1.05,1.484,0.384,1,2,2,False,winter,False
2020-01-08 03:00:00,1326.03,1326030.98,861.92,464.11,156003.645,1.33,1.0,1.0,1.0,1.33,0.384,1,3,2,False,winter,False
2020-01-08 04:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.024,1.0,1.0,1.069,1.095,0.416,1,4,2,False,winter,False
2020-01-08 05:00:00,1304.0,1304000.0,847.6,456.4,153411.765,1.0,1.0,1.0,1.0,1.0,0.48,1,5,2,False,winter,False
2020-01-08 06:00:00,1440.24,1440238.51,936.16,504.08,169439.825,1.0,1.0,1.0,1.0,1.0,0.56,1,6,2,False,winter,False
2020-01-08 07:00:00,1539.67,1539669.27,1000.79,538.88,181137.561,1.0,1.0,1.0,1.0,1.0,0.64,1,7,2,False,winter,False
2020-01-08 08:00:00,1875.41,1875405.77,1219.01,656.39,220635.973,1.0,1.0,1.0,1.024,1.024,0.68,1,8,2,False,winter,False
2020-01-08 09:00:00,1902.3,1902301.82,1236.5,665.81,223800.214,1.0,1.004,1.0,1.0,1.004,0.72,1,9,2,False,winter,False
2020-01-08 10:00:00,2173.58,2173579.18,1412.83,760.75,255715.198,1.0,1.0,1.0,1.008,1.008,0.76,1,10,2,False,winter,False
2020-01-08 11:00:00,2433.56,2433557.95,1581.81,851.75,286300.935,1.0,1.0,1.0,1.069,1.069,0.84,1,11,2,False,winter,False
2020-01-08 12:00:00,2527.79,2527786.47,1643.06,884.73,297386.644,1.0,1.0,1.0,1.043,1.043,0.88,1,12,2,False,winter,False
2020-01-08 13:00:00,2427.9,2427902.06,1578.14,849.77,285635.537,1.0,1.0,1.0,1.0,1.0,0.84,1,13,2,False,winter,False
2020-01-08 14:00:00,1966.21,1966206.57,1278.03,688.17,231318.42,1.0,1.0,1.0,1.039,1.039,0.76,1,14,2,False,winter,False
